cust_id,cust_first_name,cust_last_name,cust_username,cust_password,cust_record_create_date,mag_id,mag_name,mag_cost,mag_record_status,mag_record_create_date,prof_cust_cont_id,prof_phone,prof_zip,prof_state,prof_city,prof_street_address,prof_contact_type,prof_record_update_stamp,prof_record_status,prof_start_date,prof_end_date,sub_id,sub_num_mags_mailed,sub_payment_completed,sub_start_date,sub_end_date,pay_id,pay_amount,pay_type,pay_date,pay_card_num,pay_card_code,pay_record_create_date,category,
80,Veronica,Zavala,B9.s?i-Veronica,yOA3,2014-06-04,80,frosty-absorption,25.58,0,2012-09-13,80,992-976-1885,94578,CA,San Leandro,15267 Hesperian Boulevard,0,2006-07-03,0,2013-08-12,2012-02-26,80,3,0,2019-11-12,2012-12-25,80,98.3,0,2009-05-10,4539990694766886,8261,2019-10-25,physics_optics,
81,Barbara,Pugsley,4sK?Dh-Barbara,Z?6i,2001-05-24,81,concentric-castle,18.81,0,2009-01-16,81,970-846-4965,80004,CO,Arvada,6385 Oak Street,0,2004-01-14,0,2018-03-26,2013-08-27,81,20,0,2004-11-12,2005-09-06,81,52.37,0,2000-05-31,4539725713843674,6574,2000-11-13,fortifications,
82,Ella,Briggs,8Hp>-Ella,uNS2,2010-01-06,82,windy-cove,16.46,0,2004-09-11,82,588-551-5960,32407,FL,Panama City Beach,327 Fairway Boulevard,0,2004-11-05,0,2006-10-10,2013-01-03,82,1,0,2013-08-24,2008-11-05,82,25.11,0,2006-09-15,4916389403646245,6087,2018-05-08,geography,
83,Eric,Dixon,u2sOH-Eric,WK7X#z,2001-10-09,83,massive-mat,10.66,0,2000-03-07,83,779-027-3501,94560,CA,Newark,37600 Sycamore Street,0,2002-07-04,0,2011-11-01,2021-04-26,83,12,0,2002-12-08,2015-07-19,83,28.24,0,2009-01-05,4090486162603918,4558,2021-11-19,sports,
84,Robert,Canady,FeZ#1t-Robert,2M*so8,2008-12-13,84,gilded-voile,24.21,0,2021-09-21,84,419-468-9256,80004,CO,Arvada,7072 Quail Street,0,2005-09-17,0,2016-10-22,2020-02-07,84,1,0,2000-06-12,2001-10-06,84,77.57,0,2008-06-11,4539805045504309,0326,2001-09-07,cotton,
85,Jarvis,King,(*J8Xz-Jarvis,2J1hHw,2012-05-27,85,nervous-equity,23.14,0,2000-06-21,85,773-930-9386,32456,FL,Mexico Beach,3114 US Highway 98,0,2009-09-07,0,2017-12-13,2008-12-03,85,8,0,2006-12-25,2001-11-28,85,38.63,0,2011-08-03,4716553244014457,3471,2009-07-23,real_estate,
86,Scott,Fabian,Bg7U-Scott,7&yS,2018-01-26,86,exponential-sideboard,11.86,0,2019-07-23,86,481-019-5576,99504,AK,Anchorage,8001 East 6th Avenue,0,2009-07-28,0,2019-05-21,2016-12-13,86,20,0,2016-01-24,2020-02-28,86,99.22,0,2010-09-04,4716767027221283,1531,2000-06-27,storage,
87,Larry,Lewis,cX!4v-Larry,7W79Lp,2015-01-24,87,shy-script,10.4,0,2019-05-20,87,241-886-1264,06040,CT,Manchester,199 Spencer Street,0,2004-09-06,0,2009-06-05,2002-10-05,87,14,0,2019-12-19,2002-03-06,87,96.66,0,2010-06-20,4556208181726794,6270,2019-06-10,web_development,
88,Ryan,Tasler,5Rdo9%-Ryan,V8zJS^,2014-04-11,88,clear-actress,17.3,0,2015-04-10,88,257-425-1653,20012,DC,Washington,6419 8th Street Northwest,0,2011-04-07,0,2015-08-27,2012-07-24,88,4,0,2001-10-09,2017-01-04,88,79.05,0,2004-11-10,4024007162788326,4725,2005-02-19,screenwriting,
89,Rose,Harris,0E=5Xb-Rose,^t5S,2004-09-05,89,figurative-citrus,21.82,0,2012-02-05,89,341-843-5207,06040,CT,Manchester,52 Linnmore Drive,0,2004-01-03,0,2007-12-24,2012-08-27,89,18,0,2014-02-21,2015-03-02,89,13.88,0,2014-08-18,4532336414890373,7514,2002-03-05,fruit,
90,Charles,Spell,e3uQU-Charles,zEu^6w,2007-10-17,90,full-exit,23.56,0,2021-01-11,90,055-872-4117,05482,VT,Shelburne,12 Fletcher Lane,0,2015-03-10,0,2020-12-10,2010-02-24,90,12,0,2014-09-02,2021-03-26,90,57.89,0,2013-05-10,4539682116926111,2322,2003-01-06,driving,
91,Robert,Story,*-Cu4h-Robert,kdQl?9,2018-12-17,91,amicable-hertz,27.2,0,2001-01-27,91,725-553-7518,81435,CO,Telluride,35 Pilot Knob Lane,0,2014-06-16,0,2008-04-05,2003-03-07,91,19,0,2014-09-23,2016-06-06,91,24.16,0,2003-04-05,4716429260831985,7532,2010-04-07,physics_waves,
92,James,Plack,k7E_3-James,Z2mp,2016-08-16,92,excited-trie,29.76,0,2009-10-16,92,468-366-9108,80002,CO,Arvada,5581 Nolan Street,0,2000-05-20,0,2015-02-25,2016-11-26,92,2,0,2009-06-14,2003-11-07,92,37.77,0,2014-11-14,4805484264569075,5785,2002-09-24,algorithms,
93,Thomas,Blake,V)xY5W-Thomas,5rXVb,2006-06-03,93,lime-quartz,17.52,0,2001-02-19,93,966-033-3115,80005,CO,Arvada,8785 Ellis Court,0,2009-03-04,0,2011-06-25,2003-05-25,93,5,0,2002-07-28,2003-03-03,93,74.54,0,2019-10-12,4916728336630943,5411,2021-11-04,minerals,
94,Elvina,Bordelon,AF5y-Elvina,VIk66-,2007-03-01,94,average-gin,23.54,0,2010-04-24,94,853-275-1326,40219,KY,Louisville,5161 Jefferson Boulevard,0,2008-09-10,0,2015-07-26,2010-06-25,94,1,0,2012-06-17,2015-12-02,94,79.18,0,2012-10-08,4539049941144486,1814,2000-11-08,spirits,
95,Janice,Morris,8sB9-Janice,eXS4,2000-04-16,95,rigid-fortress,24.5,0,2013-12-11,95,677-123-5596,80003,CO,Arvada,6483 West 76th Avenue,0,2005-06-28,0,2016-09-20,2015-04-29,95,2,0,2021-04-30,2003-05-10,95,96.47,0,2007-05-05,4100639937332134,8822,2019-11-16,military_army,
96,James,Broten,6w6Fh-James,ITZe0,2018-12-01,96,muffled-formatting,20.26,0,2000-11-01,96,573-463-8960,72703,AR,Fayetteville,3729 East Mission Boulevard,0,2020-04-01,0,2005-08-26,2021-10-30,96,20,0,2004-11-22,2009-02-11,96,49.01,0,2017-03-25,4485019998560656,2342,2011-10-16,writing,
97,Jose,Elsberry,m16XJq-Jose,tKG0l,2006-03-01,97,right-element,19.63,0,2014-04-28,97,557-882-2096,94544,CA,Hayward,28250 Dickens Avenue,0,2019-12-27,0,2009-12-21,2019-10-07,97,3,0,2005-07-20,2016-05-11,97,81.48,0,2019-08-18,4532068660109758,0532,2011-09-09,set_theory,
98,Sheila,Jackson,sbVR0F-Sheila,qVP4r,2006-08-04,98,chamfered-pint,13.68,0,2021-05-13,98,273-699-5324,40204,KY,Louisville,1046 Dudley Avenue,0,2005-06-06,0,2013-06-28,2013-03-19,98,5,0,2021-12-01,2000-02-02,98,51.64,0,2020-02-19,4556497568198384,6284,2009-06-02,physics_units,
99,Ernest,Young,*AxQ4-Ernest,0epM,2003-08-09,99,volumetric-structure,28.03,0,2020-11-25,99,050-735-4436,37211,TN,Nashville,2411 Alteras Drive,0,2012-10-20,0,2014-09-04,2015-04-12,99,3,0,2007-09-15,2021-05-20,99,29.41,0,2013-06-22,4485259764244081,8872,2004-12-22,3d_printing,
100,Joshua,Corbett,X27ot-Joshua,3$6MZv,2019-07-28,100,frayed-symmetry,18.9,0,2015-10-26,100,390-639-2125,31405,GA,Savannah,3031 Montgomery Street,0,2007-11-21,0,2015-05-03,2008-09-27,100,0,0,2014-06-15,2019-05-18,100,52.65,0,2003-04-23,4626892328693078,0310,2015-01-11,geometry,
101,Keith,Gould,=4Yl-Keith,4c?<X,2019-10-20,101,shabby-symbol,10.86,0,2006-05-03,101,031-515-4508,73111,OK,Oklahoma City,5605 North Terry Avenue,0,2011-04-04,0,2014-08-05,2007-12-27,101,3,0,2015-01-17,2021-08-08,101,92.16,0,2013-08-27,4556831623211388,2130,2019-06-18,typography,
102,Cecil,Smith,Nkq4pN-Cecil,uVq3yN,2013-07-07,102,raw-lagoon,15.62,0,2003-02-24,102,712-742-1926,94521,CA,Concord,1238 Roanwood Way,0,2018-10-27,0,2001-02-27,2007-02-22,102,10,0,2020-08-05,2010-08-05,102,32.4,0,2008-12-13,4539354223390074,6042,2011-08-14,geography,
103,Michelle,Adams,S*X4r-Michelle,Zz4BD6,2007-05-12,103,khaki-salamander,29.33,0,2017-05-20,103,261-238-8144,37203,TN,Nashville,302 Mcmillin Street,0,2013-02-10,0,2001-03-04,2011-12-29,103,1,0,2006-08-20,2012-11-02,103,52.11,0,2013-02-28,4485613488464930,6465,2000-04-16,apex_predators,
104,Lucile,Day,V0x7-Lucile,R6)Jx!,2008-07-20,104,unsolvable-apparition,13.91,0,2011-01-28,104,201-899-6779,72703,AR,Fayetteville,3323 Summerhill Drive,0,2007-07-18,0,2006-07-06,2012-11-06,104,14,0,2019-04-08,2013-02-23,104,65.39,0,2018-10-01,4429449421913884,5733,2006-10-17,ghosts,
105,Lori,Callaway,sS3PA-Lori,Swl67,2001-06-21,105,molten-camera,11.3,0,2020-08-14,105,821-349-5871,72703,AR,Fayetteville,3469 North Par Court,0,2012-06-30,0,2017-12-02,2009-02-06,105,18,0,2003-07-16,2017-05-18,105,25.42,0,2004-04-30,4916564744841065,3638,2010-08-05,filmmaking,
106,Patricia,Loya,uG5J-Patricia,!MWn3,2012-09-05,106,sensitive-shell,21.27,0,2013-10-25,106,211-264-3472,36107,AL,Montgomery,1631 Madison Avenue,0,2016-12-17,0,2011-01-31,2017-04-29,106,15,0,2017-10-31,2018-05-14,106,86.59,0,2009-04-07,4716059678610729,6063,2010-03-14,military_army,
107,Jose,Ferreri,ogI4PY-Jose,m8Tri,2001-02-01,107,active-highway,14.04,0,2019-07-12,107,679-371-8277,36116,AL,Montgomery,3617 Oak Grove Circle,0,2002-10-08,0,2000-05-03,2001-01-03,107,11,0,2020-08-15,2010-06-15,107,85.72,0,2020-01-10,4555956289551578,1281,2016-04-15,driving,
108,Robert,Francis,m>^B1-Robert,5HJv,2003-12-22,108,decidable-cathode,25.28,0,2004-02-17,108,860-251-1822,72703,AR,Fayetteville,2649 Firewood Drive,0,2013-03-18,0,2020-08-12,2000-05-01,108,16,0,2003-04-06,2017-04-08,108,76.44,0,2006-10-26,4916290360094801,2728,2010-01-08,chemistry,
109,Barbara,Defibaugh,7xIJ-Barbara,k9z8W%,2000-12-18,109,tempered-pinscher,18.93,0,2014-10-27,109,267-488-0145,21114,MD,Crofton,2201 Fendall Court,0,2008-10-21,0,2003-10-14,2006-05-09,109,0,0,2019-10-11,2001-10-15,109,70.72,0,2019-06-22,4716074008571657,0127,2009-12-16,dogs,
110,Jeffrey,Jones,8wGi-Jeffrey,Am3Tf7,2000-05-19,110,radiant-flag,20.7,0,2017-03-20,110,830-004-5394,40208,KY,Louisville,903 Burton Avenue,0,2003-12-03,0,2007-01-01,2006-04-21,110,5,0,2005-10-08,2015-03-14,110,26.5,0,2021-05-23,4716864039904129,8810,2008-11-06,gaming,
111,Bobby,Farley,su1T=-Bobby,O_L7m,2018-03-12,111,terminal-plan,15.17,0,2001-02-26,111,140-699-4411,20019,DC,Washington,4672 A Street Southeast,0,2000-03-06,0,2011-02-17,2009-01-14,111,1,0,2001-05-25,2012-09-15,111,45.11,0,2000-04-04,4556561144160430,6055,2009-08-27,accounting,
112,Caroline,Lewis,=QlT3-Caroline,E7Lma<,2013-10-29,112,eager-gallon,24.88,0,2020-11-18,112,738-884-9007,06042,CT,Manchester,108 Croft Drive,0,2008-01-02,0,2011-11-20,2009-10-15,112,13,0,2006-08-22,2018-08-05,112,64.4,0,2004-04-18,4716205948292810,7152,2014-06-01,physics_units,
113,Joyce,Scott,uSh3C7-Joyce,sj63K3,2019-08-22,113,coherent-covariance,26.58,0,2020-05-19,113,154-452-3571,72703,AR,Fayetteville,4079 North Sunflower Circle,0,2005-08-06,0,2018-06-04,2017-06-04,113,18,0,2008-02-24,2014-06-16,113,61.54,0,2005-10-03,4314282633694903,7413,2015-10-04,machine_learning,
114,Kristi,Carson,lLR3-Kristi,?7Kr,2019-07-14,114,perpendicular-cabin,17.67,0,2016-09-17,114,802-520-5675,32407,FL,Panama City,6912 Sunrise Drive,0,2002-09-12,0,2021-08-02,2015-04-17,114,12,0,2013-10-07,2021-02-25,114,20.37,0,2001-03-29,4929208877284074,1884,2013-01-14,houses,
115,Angela,Patterson,r8eS-Angela,Vuy1,2002-03-11,115,metallic-skyway,12.94,0,2009-05-25,115,019-712-3620,85308,AZ,Glendale,6234 West Behrend Drive,0,2010-11-11,0,2019-05-31,2021-01-23,115,14,0,2000-03-29,2021-05-07,115,96.71,0,2019-04-08,4716878002642870,5254,2010-08-29,infrastructure,
116,Benjamin,Occhuizzo,V#9l-Benjamin,3aAdQQ,2019-08-08,116,asphalt-igloo,23.57,0,2004-07-30,116,532-582-9503,21122,MD,Pasadena,2405 230th Street,0,2002-04-13,0,2008-09-12,2020-08-02,116,0,0,2009-08-26,2010-10-18,116,27.65,0,2008-11-04,4485409621378917,4715,2012-07-14,houses,
117,Candy,Robinson,)v8C-Candy,jXywd6,2017-12-10,117,tangy-packet,15.06,0,2010-01-14,117,763-935-7001,85302,AZ,Glendale,6060 West Royal Palm Road,0,2013-04-19,0,2001-05-29,2005-09-03,117,19,0,2021-04-10,2001-12-02,117,80.31,0,2018-07-08,4532051985657982,7036,2015-12-18,phones,
118,Tamara,Robinson,wHo2lK-Tamara,2bD=,2013-05-04,118,augmenting-repo,29.02,0,2003-06-19,118,813-046-2569,73112,OK,Oklahoma City,5201 North Miller Avenue,0,2000-08-13,0,2000-11-01,2016-12-19,118,5,0,2000-06-01,2002-05-23,118,18.58,0,2016-12-16,4627591739224536,1127,2006-02-25,vcs,
119,Erika,Martinez,(sD2-Erika,bAR5dg,2011-03-04,119,oriented-emerald,11.84,0,2006-01-23,119,100-201-3365,40219,KY,Louisville,3402 Prestwood Drive,0,2008-08-14,0,2007-09-08,2010-09-13,119,5,0,2012-09-19,2004-10-12,119,62.31,0,2008-07-07,4929321228344933,1255,2002-12-06,minerals,
120,Michael,Richardson,9Aob5g-Michael,b$#R4,2014-09-12,120,booming-albariño,14.59,0,2005-01-31,120,997-097-8071,37211,TN,Nashville,1995 Nolensville Pike,0,2015-04-19,0,2019-08-07,2011-07-01,120,3,0,2012-08-29,2011-08-25,120,77.4,0,2006-12-06,4916315909548486,3060,2002-06-14,wine,
121,Jesse,Land,r7gAb-Jesse,5Zw(q,2020-11-22,121,sleek-easement,12.38,0,2000-11-02,121,308-676-6893,92868,CA,Orange,3827 West Chapman Avenue,0,2005-01-11,0,2018-10-01,2019-06-30,121,17,0,2020-03-11,2019-06-02,121,48.54,0,2000-01-20,4485926760974735,8805,2007-08-25,real_estate,
122,Kelly,Light,Sk5%-Kelly,ufJ4,2008-07-23,122,cyclic-differential,23.85,0,2018-02-09,122,339-616-0569,73003,OK,Edmond,1713 Apian Way,0,2002-02-07,0,2004-03-24,2021-03-13,122,5,0,2021-08-02,2002-07-16,122,69.99,0,2000-11-21,4532676309347231,1352,2000-03-21,car_parts,
123,Eric,Dwyer,UR8zz-Eric,k2uiQ,2002-12-06,123,threaded-pretzel,24.46,0,2013-12-17,123,078-334-3454,06040,CT,Manchester,200 Redwood Road,0,2000-07-05,0,2003-01-11,2017-08-06,123,5,0,2017-06-16,2015-03-28,123,72.58,0,2009-06-15,4651079642048126,0088,2004-01-20,fast_food,
124,Edna,Deruyter,lUU2W-Edna,SvL775,2015-02-26,124,perfect-balance,17.27,0,2019-10-17,124,294-902-4184,05462,VT,Huntington,451 East Street,0,2006-02-04,0,2012-08-26,2007-11-28,124,12,0,2013-03-04,2016-12-17,124,31.43,0,2019-04-07,4916683129462873,4323,2016-02-23,accounting,
125,Petra,Hill,.VZn9d-Petra,%qFN0,2021-02-20,125,visible-bridge,19.17,0,2007-11-01,125,936-884-3236,06042,CT,Manchester,25 Edwards Street,0,2006-09-12,0,2007-04-19,2010-05-04,125,6,0,2005-09-11,2018-04-05,125,23.98,0,2002-06-22,4916643647609207,7407,2015-02-14,infrastructure,
126,Thomas,Mcmillian,Tsr3Z-Thomas,45Xj,2015-01-27,126,loyal-engineer,22.35,0,2013-10-05,126,262-806-8654,94610,CA,Oakland,281 MacArthur Boulevard,0,2008-02-06,0,2006-12-22,2003-07-24,126,0,0,2017-04-24,2006-12-31,126,89.38,0,2013-06-11,4532031125130942,3343,2001-10-25,military_navy,
127,Ronald,Maillet,XezR^3-Ronald,a0zYwB,2018-08-17,127,shortest-convergence,28.86,0,2010-07-03,127,106-113-6711,99515,AK,Anchorage,410 West 89th Avenue,0,2015-02-12,0,2008-01-14,2002-07-22,127,1,0,2020-09-16,2009-11-07,127,19.99,0,2017-07-17,4929960355852257,4433,2017-06-26,machine_learning,
128,Laura,Kenney,2gkQSZ-Laura,zOI4h,2020-03-26,128,commutative-template,17.4,0,2000-11-04,128,007-692-5415,32408,FL,Panama City,618 Amberjack Drive,0,2013-11-23,0,2001-08-20,2004-07-19,128,17,0,2010-02-14,2013-11-16,128,75.32,0,2017-04-30,4416580378988480,4221,2013-04-13,design,
129,Douglas,Doe,AC2d-Douglas,DT6ult,2003-05-27,129,alternate-design,14.65,0,2005-03-04,129,977-200-0378,20020,DC,Washington,2716 30th Street Southeast,0,2001-04-05,0,2009-05-13,2013-08-01,129,14,0,2010-09-06,2002-08-07,129,99.82,0,2013-10-07,4485511952062661,6346,2000-01-21,design,
130,Elaine,Gilstad,Ne9vM_-Elaine,X40h,2007-07-10,130,direct-bed,16.64,0,2011-05-01,130,784-492-1745,01952,MA,Salisbury,153 Atlantic Avenue,0,2012-12-14,0,2017-11-28,2012-04-01,130,8,0,2017-08-13,2020-05-29,130,41.81,0,2000-04-21,4539075177781824,4446,2003-04-08,3d_printing,
131,Kristine,Oestreich,lC2L-Kristine,d3Cy,2007-03-21,131,basic-superset,20.52,0,2011-05-01,131,604-880-3801,31419,GA,Savannah,1431 King George Boulevard,0,2010-10-02,0,2019-02-25,2016-01-01,131,2,0,2005-12-13,2005-07-20,131,42.69,0,2019-07-16,4716881010585800,8802,2008-07-02,set_theory,
132,Edward,Watson,CA74o-Edward,1T>t<V,2019-04-22,132,weathered-chrome,16.62,0,2004-07-10,132,235-143-1447,02176,MA,Melrose,38 Renwick Road,0,2008-07-26,0,2012-06-03,2008-05-24,132,12,0,2001-09-14,2000-06-02,132,81.28,0,2006-10-03,4916615087566576,7354,2021-08-04,metals,
133,Timothy,Cooper,54Jw-Timothy,Sa9btl,2002-11-24,133,blistering-factor,22.36,0,2011-05-07,133,530-925-1629,02446,MA,Brookline,16 Fuller Street,0,2009-12-17,0,2017-08-30,2012-07-03,133,19,0,2013-01-12,2001-01-15,133,74.35,0,2007-04-11,4716715648003606,1151,2006-04-24,machine_learning,
134,Debra,Anson,mWa4-Debra,9CFiOP,2000-02-20,134,warped-kitchen,20.86,0,2018-11-13,134,877-898-7180,20002,DC,Washington,827 10th Street Northeast,0,2005-05-05,0,2009-02-05,2007-03-03,134,4,0,2009-06-09,2006-06-11,134,53.51,0,2019-04-24,4929368109270042,6868,2008-10-28,food,
135,Yvonne,Ferguson,c6k<&E-Yvonne,z_Xw4G,2010-08-09,135,wan-microphone,23.74,0,2019-10-30,135,711-627-3301,37211,TN,Nashville,5113 Village Trace,0,2015-01-09,0,2011-10-21,2018-07-07,135,17,0,2016-01-28,2020-11-14,135,33.75,0,2000-10-26,4929953008748378,7455,2014-04-21,filmmaking,
136,Sheila,Rhodes,1l8Ej>-Sheila,3UlXl,2013-08-18,136,sparse-grape,27.48,0,2002-04-25,136,551-504-1270,85302,AZ,Glendale,8028 North 56th Lane,0,2000-02-25,0,2013-10-16,2012-12-04,136,15,0,2005-01-23,2000-01-22,136,96.03,0,2007-02-17,4532998241122997,4325,2016-12-17,fruit,
137,Amy,Silkwood,zH61-Amy,69aK,2020-12-04,137,coffee-tint,25.03,0,2007-12-06,137,943-948-5179,40272,KY,Louisville,9401 3rd Street Road,0,2019-02-21,0,2013-12-19,2012-11-09,137,13,0,2005-09-22,2013-10-29,137,57.53,0,2017-12-30,4532301710929473,2031,2003-07-06,design,
138,Claudia,Numbers,*<0piW-Claudia,4kjH,2012-11-10,138,direct-artifact,23.93,0,2005-01-28,138,073-855-6335,31411,GA,Savannah,1 Dunsmuir Lane,0,2019-07-25,0,2016-03-12,2018-04-10,138,2,0,2004-08-15,2017-01-23,138,94.81,0,2020-01-18,4539184492286079,6088,2006-04-05,history,
139,Janet,Green,KwqA2-Janet,oXia8G,2004-01-02,139,convex-cymbal,16.32,0,2016-10-01,139,209-915-4985,21012,MD,Arnold,1489 Falcon Nest Court,0,2014-10-20,0,2017-04-30,2008-09-07,139,5,0,2020-12-30,2007-06-11,139,96.42,0,2019-10-14,4929225689931718,4502,2013-06-09,music_instruments,
140,John,Sanderson,O9Wzto-John,BUkfO5,2004-03-10,140,noisy-tuple,16.57,0,2020-08-14,140,772-378-7900,20011,DC,Washington,18 Hamilton Street Northwest,0,2003-03-24,0,2005-12-04,2020-10-14,140,5,0,2007-04-26,2006-07-29,140,83.73,0,2009-03-19,4916739259793428,1486,2008-05-14,set_theory,
141,John,Gray,2*I.t-John,kJH5,2019-07-12,141,shrewd-template,19.41,0,2002-10-11,141,147-919-7480,73159,OK,Oklahoma City,8307 Brookline Place,0,2003-10-31,0,2015-09-14,2001-02-08,141,14,0,2021-01-03,2004-02-15,141,94.04,0,2001-03-25,4916648960823103,7031,2003-04-11,construction,
142,Barbara,Spurrier,a8Yc-Barbara,OpaD5,2008-03-16,142,meek-malbec,26.47,0,2016-12-20,142,592-150-7253,94541,CA,Hayward,24647 Patricia Court,0,2001-08-07,0,2003-01-19,2021-01-08,142,9,0,2003-01-17,2019-09-07,142,49.11,0,2015-05-26,4416774157035718,2873,2000-12-06,wine,
143,Larry,Jones,G3w7C-Larry,C7xg,2011-01-03,143,affable-em,23.48,0,2004-06-26,143,353-288-7667,05445,VT,Charlotte,31 Hills Point Road,0,2014-07-03,0,2009-11-17,2001-02-28,143,2,0,2012-11-05,2007-02-02,143,15.75,0,2000-11-28,4532280714271506,7543,2005-11-14,typography,
144,David,Jacobs,hA7Vy$-David,5Gzt,2009-01-25,144,daring-geyser,28.84,0,2005-07-26,144,326-903-9438,37210,TN,Nashville,302 Elberta Street,0,2008-05-19,0,2021-10-08,2002-05-30,144,10,0,2003-02-14,2005-12-11,144,87.37,0,2006-03-06,4024007134804987,6440,2002-10-14,geography,
145,Martha,Rierson,x42E-Martha,#GFu94,2018-02-20,145,avocado-yard,17.36,0,2019-07-31,145,295-704-6357,36106,AL,Montgomery,4216 Park Boulevard,0,2004-04-28,0,2010-05-01,2007-11-02,145,2,0,2003-05-17,2017-05-03,145,78.31,0,2019-08-11,4556835646391077,7726,2014-08-27,military_navy,
146,Salvador,Najera,eO7Q-Salvador,w0Dl,2001-06-26,146,fundamental-pollock,24.6,0,2003-08-10,146,399-701-4092,20008,DC,Washington,3553 Brandywine Street Northwest,0,2014-02-10,0,2009-09-04,2008-11-16,146,11,0,2005-07-10,2004-02-19,146,24.53,0,2019-12-16,4532070721567198,7532,2008-06-30,fish,
147,Kathleen,Norris,Yuyp7-Kathleen,2OrVaI,2016-06-29,147,amber-agent,29.08,0,2020-03-30,147,610-813-1827,80002,CO,Arvada,5420 Allison Street,0,2010-10-22,0,2018-03-28,2019-10-06,147,8,0,2015-09-26,2019-01-20,147,59.34,0,2002-05-04,4756501813929374,8015,2003-06-05,travel,
148,Flora,Arias,rPC#M6-Flora,W$t7f,2013-04-25,148,electrical-bourbon,15.03,0,2021-09-09,148,613-617-8862,32409,FL,Panama City,7809 Highway 2302,0,2005-05-18,0,2009-09-25,2007-09-01,148,6,0,2004-09-01,2013-12-24,148,38.91,0,2011-03-17,4556179837587288,5468,2019-07-27,spirits,
149,Gerald,Chandler,2U+a&2-Gerald,7.<Wqg,2009-02-23,149,largo-frog,12.84,0,2002-12-31,149,825-107-2828,36106,AL,Montgomery,4132 Carmichael Road,0,2009-08-17,0,2006-02-09,2008-11-03,149,15,0,2004-03-21,2005-10-25,149,58.51,0,2000-02-15,4024007107655986,1264,2008-05-12,3d_printing,
150,Mary,Lewis,7SIh2-Mary,oq0QBk,2005-01-02,150,concrete-actor,12.61,0,2009-06-05,150,402-973-7542,85340,AZ,Litchfield Park,6315 North Oro Vista Court,0,2005-01-05,0,2012-11-23,2007-09-03,150,15,0,2014-08-12,2015-03-24,150,61.35,0,2012-04-20,4532028058661265,1307,2016-03-27,screenwriting,
151,Erica,Chavarria,7fpxRC-Erica,LNb3YQ,2016-09-29,151,salty-antagonist,16.26,0,2011-06-27,151,490-583-5404,94546,CA,Castro Valley,22062 Cameron Street,0,2002-01-15,0,2015-03-25,2004-05-10,151,8,0,2020-06-27,2001-03-11,151,41.96,0,2019-10-22,4532944413847870,2407,2005-07-01,filmmaking,
152,Ruth,Herbst,I2tv-Ruth,nZU3lt,2005-10-24,152,inventive-sound,26.93,0,2017-02-27,152,984-667-6719,37208,TN,Nashville,912 Locklayer Street,0,2009-01-21,0,2001-09-02,2005-02-12,152,0,0,2001-11-26,2005-09-30,152,42.74,0,2009-10-06,4929931709844977,6628,2008-04-30,filmmaking,
153,Brian,Walker,9X>w-Brian,Iq3o5,2000-12-31,153,affable-dope,13.27,0,2008-01-09,153,038-307-6008,02155,MA,Medford,24 Lambert Street,0,2004-12-31,0,2008-01-01,2000-02-08,153,20,0,2016-12-17,2003-09-27,153,85.07,0,2010-10-08,4024007172309329,3860,2009-06-26,3d_graphics,
154,Francine,Plumer,m8VFSG-Francine,4XiH,2001-11-28,154,silver-segno,16.86,0,2020-05-09,154,120-534-0572,40223,KY,Louisville,2402 Eastbridge Court,0,2002-12-25,0,2018-03-15,2005-06-29,154,16,0,2004-10-24,2017-09-06,154,32.1,0,2012-11-16,4485648682127347,7714,2000-05-28,music_theory,
155,Diane,Anspach,ejM52E-Diane,#Oc2Z,2016-08-26,155,rude-type,27.7,0,2002-05-11,155,200-585-8374,94544,CA,Hayward,26466 Mockingbird Lane,0,2016-01-04,0,2005-03-30,2013-12-25,155,5,0,2008-10-06,2021-07-24,155,77.14,0,2007-11-30,4539598828378542,2377,2010-05-25,typography,
156,Emily,Gregory,0lK6-Emily,Yi8Gp,2015-06-06,156,express-horseradish,11.31,0,2018-10-03,156,473-842-6778,32444,FL,Lynn Haven,1501 New Hampshire Avenue,0,2002-11-25,0,2005-10-03,2018-09-30,156,4,0,2014-04-10,2006-09-05,156,93.54,0,2006-10-06,4532608390878592,1520,2018-02-12,condiments,
157,Geraldine,Grace,6dS5x-Geraldine,5j(3HK,2004-03-19,157,polynomial-manifold,23.4,0,2006-11-02,157,596-849-3273,06040,CT,Manchester,126 Garth Road,0,2018-12-21,0,2014-04-02,2011-02-11,157,5,0,2007-02-14,2002-10-07,157,33.69,0,2007-10-07,4916656960962771,2337,2018-02-27,car_parts,
158,Charlene,Thompson,DK1o-Charlene,1l4S,2002-04-25,158,vertical-tunnel,23.97,0,2000-07-21,158,006-061-9456,80002,CO,Arvada,5712 Saulsbury Street,0,2004-03-14,0,2013-03-23,2008-05-09,158,12,0,2003-04-23,2018-11-30,158,18.97,0,2001-01-12,4841082700045076,2154,2007-06-20,infrastructure,
159,Wayne,Rodriguez,9F+c-Wayne,_7zOH,2013-08-25,159,mild-cheetah,11.3,0,2019-06-04,159,647-096-5581,20010,DC,Washington,664 Irving Street Northwest,0,2007-10-16,0,2013-10-20,2017-06-13,159,20,0,2010-07-17,2007-10-30,159,92.4,0,2015-10-28,4929887015345838,4022,2012-01-23,apex_predators,
